yr_built,bridge_condition,avg_daily_traffic,lat,long,county,carries,total_improve_cost_thousands,inspection_mo,inspection_yr,owner,responsibility,vehicles
1959,Fair,4726,39.3116684,-76.625,Baltimore City,I-83,57,08,16,City or Municipal Highway Agency,City or Municipal Highway Agency,4726 vehicles
1979,Fair,20110,39.29443741,-76.62705994,Baltimore City,I-170 WB RAMP,11,11,16,City or Municipal Highway Agency,City or Municipal Highway Agency,20110 vehicles
1979,Fair,19900,39.29442596,-76.62724304,Baltimore City,I-170 WB,26,06,16,City or Municipal Highway Agency,City or Municipal Highway Agency,19900 vehicles
1979,Fair,1110,39.29379654,-76.62714386,Baltimore City,I-170 EB RAMP,20,11,16,City or Municipal Highway Agency,City or Municipal Highway Agency,1110 vehicles
1979,Fair,19900,39.29375458,-76.62849426,Baltimore City,I-170 EB,27,05,16,City or Municipal Highway Agency,City or Municipal Highway Agency,19900 vehicles
1976,Fair,71820,39.29559708,-76.61067963,Baltimore City,I-83 NB,129,03,16,City or Municipal Highway Agency,City or Municipal Highway Agency,71820 vehicles
1976,Fair,72540,39.29557037,-76.61104584,Baltimore City,I-83 SOUTHBOUND,310,12,16,City or Municipal Highway Agency,City or Municipal Highway Agency,72540 vehicles
1976,Fair,7575,39.29982758,-76.61097717,Baltimore City,I-83 RAMP B,39,03,16,City or Municipal Highway Agency,City or Municipal Highway Agency,7575 vehicles
1976,Fair,6081,39.30130386,-76.61097717,Baltimore City,I-83 RAMP D,26,03,16,City or Municipal Highway Agency,City or Municipal Highway Agency,6081 vehicles
1976,Fair,3699,39.2966666666667,-76.61113888888889,Baltimore City,I-83 SB RAMP E,55,03,16,City or Municipal Highway Agency,City or Municipal Highway Agency,3699 vehicles
1975,Fair,79335,39.2947222222222,-76.61071944444444,Baltimore City,I-83 NB,92,03,16,City or Municipal Highway Agency,City or Municipal Highway Agency,79335 vehicles
1975,Fair,80130,39.2955472222222,-76.61123333333333,Baltimore City,I-83 SB,110,06,16,City or Municipal Highway Agency,City or Municipal Highway Agency,80130 vehicles
1975,Fair,10394,39.2933277777778,-76.60970555555555,Baltimore City,I-83 RAMP H,17,04,16,City or Municipal Highway Agency,City or Municipal Highway Agency,10394 vehicles
1900,Fair,9900,39.30333328,-76.64833069,Baltimore City,US 1  MONROE STREE,11,05,16,City or Municipal Highway Agency,City or Municipal Highway Agency,9900 vehicles
1936,Fair,9900,39.29333496,-76.65333557,Baltimore City,US 40  ORLEANS STR,997,03,16,City or Municipal Highway Agency,City or Municipal Highway Agency,9900 vehicles
1930,Fair,18180,39.3036222222222,-76.61143333333334,Baltimore City,BIDDLE STREET,12,11,16,City or Municipal Highway Agency,City or Municipal Highway Agency,18180 vehicles
1959,Fair,18200,39.3046944444444,-76.61133333333333,Baltimore City,PRESTON STREET,12,11,16,City or Municipal Highway Agency,City or Municipal Highway Agency,18200 vehicles
1960,Fair,24200,39.3060055555556,-76.61460277777778,Baltimore City,ST. PAUL STREET,4,11,16,City or Municipal Highway Agency,City or Municipal Highway Agency,24200 vehicles
2003,Good,18800,39.30666733,-76.6166687,Baltimore City,CHARLES STREET,28,11,16,City or Municipal Highway Agency,City or Municipal Highway Agency,18800 vehicles
1895,Fair,18442,39.31082153,-76.62220764,Baltimore City,NORTH AVENUE,192,08,16,City or Municipal Highway Agency,City or Municipal Highway Agency,18442 vehicles
1988,Fair,37956,39.28672409,-76.60494232,Baltimore City,PRATT STREET,68,08,16,City or Municipal Highway Agency,City or Municipal Highway Agency,37956 vehicles
2003,Good,18800,39.3077507,-76.61621857,Baltimore City,CHARLES STREET,1,11,16,City or Municipal Highway Agency,City or Municipal Highway Agency,18800 vehicles
1975,Fair,5600,39.29312515,-76.6452713,Baltimore City,FULTON AVENUE,434,06,16,City or Municipal Highway Agency,City or Municipal Highway Agency,5600 vehicles
1976,Fair,18450,39.29374313,-76.64733887,Baltimore City,MONROE STREET,175,06,16,City or Municipal Highway Agency,City or Municipal Highway Agency,18450 vehicles
1975,Fair,22594,39.29360199,-76.62485504,Baltimore City,MULBERRY STREET,14,06,16,City or Municipal Highway Agency,City or Municipal Highway Agency,22594 vehicles
1991,Fair,1058,39.28502655,-76.60436249,Baltimore City,EASTERN AVENUE,52,08,16,City or Municipal Highway Agency,City or Municipal Highway Agency,1058 vehicles
1960,Fair,3900,39.2833861111111,-76.59899166666666,Baltimore City,CENTRAL AVENUE,8,12,16,City or Municipal Highway Agency,City or Municipal Highway Agency,3900 vehicles
1930,Fair,4050,39.29999924,-76.6166687,Baltimore City,FALLSWAY VIADUCT,5,09,16,City or Municipal Highway Agency,City or Municipal Highway Agency,4050 vehicles
1968,Fair,12750,39.3024722222222,-76.61170833333334,Baltimore City,CHASE STREET,30,09,16,City or Municipal Highway Agency,City or Municipal Highway Agency,12750 vehicles
1930,Fair,11146,39.30586243,-76.61206818,Baltimore City,GUILFORD AVENUE,18,12,16,City or Municipal Highway Agency,City or Municipal Highway Agency,11146 vehicles
1920,Fair,4246,39.30608368,-76.61344147,Baltimore City,CALVERT STREET,15,11,16,City or Municipal Highway Agency,City or Municipal Highway Agency,4246 vehicles
1959,Fair,20275,39.30825806,-76.63441467,Baltimore City,MARYLAND AVENUE,13,11,16,City or Municipal Highway Agency,City or Municipal Highway Agency,20275 vehicles
1938,Poor,28810,39.30951309,-76.62003326,Baltimore City,HOWARD STREET,1185,03,16,City or Municipal Highway Agency,City or Municipal Highway Agency,28810 vehicles
1938,Fair,20716,39.30763626,-76.62080383,Baltimore City,MOUNT ROYAL AVENUE,16,01,15,City or Municipal Highway Agency,City or Municipal Highway Agency,20716 vehicles
1978,Fair,3722,39.29361725,-76.63845062,Baltimore City,CAREY STREET,90,06,16,City or Municipal Highway Agency,City or Municipal Highway Agency,3722 vehicles
1975,Fair,3243,39.29333496,-76.64216614,Baltimore City,GILMOR STREET,23,06,16,City or Municipal Highway Agency,City or Municipal Highway Agency,3243 vehicles
1968,Fair,7823,39.3028888888889,-76.6111138888889,Baltimore City,FALLSWAY,3,09,16,City or Municipal Highway Agency,City or Municipal Highway Agency,7823 vehicles
1913,Fair,2214,39.30112839,-76.61067963,Baltimore City,EAGER STREET,10,09,16,City or Municipal Highway Agency,City or Municipal Highway Agency,2214 vehicles
1977,Fair,2036,39.29343414,-76.63991547,Baltimore City,CALHOUN STREET,17,06,16,City or Municipal Highway Agency,City or Municipal Highway Agency,2036 vehicles
1976,Fair,3243,39.29341507,-76.64414978,Baltimore City,MOUNT STREET,78,06,16,City or Municipal Highway Agency,City or Municipal Highway Agency,3243 vehicles
1977,Fair,1752,39.2938652,-76.63576508,Baltimore City,SCHROEDER STREET,64,07,16,City or Municipal Highway Agency,City or Municipal Highway Agency,1752 vehicles
1976,Fair,3212,39.29355621,-76.63552856,Baltimore City,ARLINGTON AVENUE,82,06,16,City or Municipal Highway Agency,City or Municipal Highway Agency,3212 vehicles
1960,Fair,3900,39.2824111111111,-76.59891666666667,Baltimore City,CENTRAL AVENUE,8,12,16,City or Municipal Highway Agency,City or Municipal Highway Agency,3900 vehicles
1916,Fair,32811,39.32211304,-76.66509247,Baltimore City,LIBERTY HEIGHTS AV,40,11,16,City or Municipal Highway Agency,City or Municipal Highway Agency,32811 vehicles
1907,Poor,3900,39.26417923,-76.67118835,Baltimore City,US 40 EDMONDSON AV,35026,03,16,City or Municipal Highway Agency,City or Municipal Highway Agency,3900 vehicles
1952,Fair,4309,39.29333496,-76.67333221,Baltimore City,US 40 EDMONDSON AV,58,04,16,City or Municipal Highway Agency,City or Municipal Highway Agency,4309 vehicles
2006,Fair,17827,39.31864548,-76.70385742,Baltimore City,FOREST PARK AVENUE,NA,06,16,City or Municipal Highway Agency,City or Municipal Highway Agency,17827 vehicles
1930,Good,16175,39.2801666666667,-76.66092777777777,Baltimore City,FREDERICK AVE,0,06,16,City or Municipal Highway Agency,City or Municipal Highway Agency,16175 vehicles
1958,Fair,20500,39.36441422,-76.67308807,Baltimore City,GREENSPRING AVENUE,101,09,16,City or Municipal Highway Agency,City or Municipal Highway Agency,20500 vehicles
1938,Fair,9050,39.302417,-76.674103,Baltimore City,HILTON PARKWAY,61,03,16,City or Municipal Highway Agency,City or Municipal Highway Agency,9050 vehicles
1938,Fair,9040,39.29831696,-76.67383575,Baltimore City,HILTON PARKWAY,23,06,16,City or Municipal Highway Agency,City or Municipal Highway Agency,9040 vehicles
1887,Fair,20504,39.3123027777778,-76.68926944444445,Baltimore City,WINDSOR MILL ROAD,54,09,16,City or Municipal Highway Agency,City or Municipal Highway Agency,20504 vehicles
1966,Fair,27331,39.335928,-76.709592,Baltimore City,LIBERTY HEIGHTS AV,65,07,16,City or Municipal Highway Agency,City or Municipal Highway Agency,27331 vehicles
1965,Good,31395,39.33705902,-76.7094574,Baltimore City,NORTHERN PARKWAY,26,12,15,City or Municipal Highway Agency,City or Municipal Highway Agency,31395 vehicles
1931,Fair,9375,39.28778458,-76.66418457,Baltimore City,BALTIMORE STREET,50,04,16,City or Municipal Highway Agency,City or Municipal Highway Agency,9375 vehicles
1965,Fair,5600,39.30368423,-76.65364838,Baltimore City,BENTALOU ST,97,05,16,City or Municipal Highway Agency,City or Municipal Highway Agency,5600 vehicles
1990,Good,7443,39.3026123,-76.66583252,Baltimore City,BLOOMINGDALE ROAD,24,05,16,City or Municipal Highway Agency,City or Municipal Highway Agency,7443 vehicles
1925,Fair,11100,39.2941722222222,-76.67038611111111,Baltimore City,EDMONDSON AVENUE,21,05,16,City or Municipal Highway Agency,City or Municipal Highway Agency,11100 vehicles
2004,Good,1219,39.30149841,-76.70116425,Baltimore City,FRANKLINTOWN ROAD,NA,08,16,City or Municipal Highway Agency,City or Municipal Highway Agency,1219 vehicles
1970,Poor,3379,39.30547333,-76.67952728,Baltimore City,FRANKLINTOWN ROAD,613,08,16,City or Municipal Highway Agency,City or Municipal Highway Agency,3379 vehicles
1931,Poor,6960,39.2986027777778,-76.6513638888889,Baltimore City,LAFAYETTE AVENUE,273,05,16,City or Municipal Highway Agency,City or Municipal Highway Agency,6960 vehicles
1910,Fair,1219,39.30282593,-76.66531372,Baltimore City,POPLAR GROVE ST,32,05,16,City or Municipal Highway Agency,City or Municipal Highway Agency,1219 vehicles
1973,Fair,30841,39.36486816,-76.69740295,Baltimore City,CLARKS LANE,41,04,16,City or Municipal Highway Agency,City or Municipal Highway Agency,30841 vehicles
2000,Good,25000,39.31288147,-76.68548584,Baltimore City,CLIFTON AVENUE,13,08,16,City or Municipal Highway Agency,City or Municipal Highway Agency,25000 vehicles
1955,Fair,10700,39.36416626,-76.68969727,Baltimore City,STRATHMORE AVENUE,116,12,16,City or Municipal Highway Agency,City or Municipal Highway Agency,10700 vehicles
1973,Fair,6868,39.36239243,-76.68635559,Baltimore City,TANEY ROAD,56,04,16,City or Municipal Highway Agency,City or Municipal Highway Agency,6868 vehicles
1950,Fair,39339,39.36534882,-76.69304657,Baltimore City,BANCROFT ROAD,35,04,16,City or Municipal Highway Agency,City or Municipal Highway Agency,39339 vehicles
1959,Fair,56720,39.31594467,-76.62872314,Baltimore City,I-83 NB,71,11,16,City or Municipal Highway Agency,City or Municipal Highway Agency,56720 vehicles
1959,Fair,31200,39.3169388888889,-76.62894722222222,Baltimore City,I-83 NB OFF-RAMP,20,01,16,City or Municipal Highway Agency,City or Municipal Highway Agency,31200 vehicles
1959,Fair,23600,39.31725,-76.6305111111111,Baltimore City,I-83 RAMP C,43,04,16,City or Municipal Highway Agency,City or Municipal Highway Agency,23600 vehicles
1962,Fair,23300,39.3177833333333,-76.62989166666667,Baltimore City,29TH STREET,29,04,16,City or Municipal Highway Agency,City or Municipal Highway Agency,23300 vehicles
1961,Fair,7830,39.3171416666667,-76.63065833333333,Baltimore City,I-83 SB TO EB 28TH,102,11,16,City or Municipal Highway Agency,City or Municipal Highway Agency,7830 vehicles
1959,Fair,26030,39.3176,-76.63042777777778,Baltimore City,I-83 SB OFF-RAMP,18,03,16,City or Municipal Highway Agency,City or Municipal Highway Agency,26030 vehicles
1959,Fair,59430,39.31898117,-76.629776,Baltimore City,I-83 NORTHBOUND,29,11,16,City or Municipal Highway Agency,City or Municipal Highway Agency,59430 vehicles
1957,Fair,25265,39.32521439,-76.6338501,Baltimore City,I-83 NB OFF-RAMP T,17,01,15,City or Municipal Highway Agency,City or Municipal Highway Agency,25265 vehicles
1960,Fair,25265,39.32702637,-76.63277435,Baltimore City,I-83 NB OFF RAMP,23,05,16,City or Municipal Highway Agency,City or Municipal Highway Agency,25265 vehicles
1960,Fair,25265,39.32533264,-76.63397217,Baltimore City,FALLS ROAD,40,12,16,City or Municipal Highway Agency,City or Municipal Highway Agency,25265 vehicles
1959,Fair,109101,39.32500076,-76.6333313,Baltimore City,I-83,40,12,16,City or Municipal Highway Agency,City or Municipal Highway Agency,109101 vehicles
1959,Fair,23800,39.32666779,-76.63999939,Baltimore City,I-83,837,09,16,City or Municipal Highway Agency,City or Municipal Highway Agency,23800 vehicles
1959,Fair,86900,39.33422089,-76.6443634,Baltimore City,I-83,526,07,16,City or Municipal Highway Agency,City or Municipal Highway Agency,86900 vehicles
1959,Fair,105600,39.33872223,-76.64762115,Baltimore City,I-83,193,01,17,City or Municipal Highway Agency,City or Municipal Highway Agency,105600 vehicles
1962,Fair,23800,39.34492874,-76.64826965,Baltimore City,COLDSPRING RAMP TO,9,12,16,City or Municipal Highway Agency,City or Municipal Highway Agency,23800 vehicles
1962,Good,4615,39.34621811,-76.64861298,Baltimore City,SB I-83 OFF-RAMP T,24,12,16,City or Municipal Highway Agency,City or Municipal Highway Agency,4615 vehicles
1962,Fair,23800,39.34833145,-76.64666748,Baltimore City,I-83,113,01,17,City or Municipal Highway Agency,City or Municipal Highway Agency,23800 vehicles
1959,Fair,23800,39.35834885,-76.64966583,Baltimore City,NB I83 TO EB NPKWY,92,05,16,City or Municipal Highway Agency,City or Municipal Highway Agency,23800 vehicles
1959,Fair,23800,39.36003494,-76.65116882,Baltimore City,NORTHERN PKWY ON-R,38,05,16,City or Municipal Highway Agency,City or Municipal Highway Agency,23800 vehicles
1962,Good,22000,39.36084366,-76.65090179,Baltimore City,I-83SB OFF-RAMP,19,12,16,City or Municipal Highway Agency,City or Municipal Highway Agency,22000 vehicles
1959,Fair,23800,39.36214828,-76.64949799,Baltimore City,OFF-RAMP I-83 NB T,36,11,16,City or Municipal Highway Agency,City or Municipal Highway Agency,23800 vehicles
1959,Fair,5350,39.36246872,-76.64977264,Baltimore City,NORTHERN PKWY RAMP,124,11,16,City or Municipal Highway Agency,City or Municipal Highway Agency,5350 vehicles
1959,Fair,29900,39.36223984,-76.64881897,Baltimore City,ON-RAMP NORTHERN P,47,11,16,City or Municipal Highway Agency,City or Municipal Highway Agency,29900 vehicles
1959,Fair,29900,39.36762238,-76.65065002,Baltimore City,I-83,160,07,16,City or Municipal Highway Agency,City or Municipal Highway Agency,29900 vehicles
1962,Fair,29900,39.37166595,-76.65333557,Baltimore City,I-83,162,02,16,City or Municipal Highway Agency,City or Municipal Highway Agency,29900 vehicles
1962,Fair,29900,39.3479805555556,-76.64634444444444,Baltimore City,COLDSPRING LANE RA,38,05,16,City or Municipal Highway Agency,City or Municipal Highway Agency,29900 vehicles
1959,Fair,72000,39.31594467,-76.62836456,Baltimore City,I-83 NB OFF RAMP T,29,09,16,City or Municipal Highway Agency,City or Municipal Highway Agency,72000 vehicles
1987,Fair,14400,39.31552887,-76.6281662,Baltimore City,I-83 NB OFF RAMP T,198,09,16,City or Municipal Highway Agency,City or Municipal Highway Agency,14400 vehicles
1957,Fair,1171,39.3685305555556,-76.57483611111111,Baltimore City,NORTHERN PARKWAY,288,01,17,City or Municipal Highway Agency,City or Municipal Highway Agency,1171 vehicles
1965,Fair,78745,39.35754776,-76.57323456,Baltimore City,PERRING PARKWAY,169,06,16,City or Municipal Highway Agency,City or Municipal Highway Agency,78745 vehicles
1965,Poor,72000,39.352558,-76.574925,Baltimore City,PERRING PKWY RAMP,172,12,16,City or Municipal Highway Agency,City or Municipal Highway Agency,72000 vehicles
1962,Fair,16000,39.34505463,-76.64746857,Baltimore City,COLDSPRING LANE,6,03,16,City or Municipal Highway Agency,City or Municipal Highway Agency,16000 vehicles
1962,Fair,21400,39.3169333333333,-76.62969444444444,Baltimore City,DRUID PARK LAKE DR,52,12,15,City or Municipal Highway Agency,City or Municipal Highway Agency,21400 vehicles
1938,Fair,5688,39.31837845,-76.62954712,Baltimore City,29TH STREET,115,12,16,City or Municipal Highway Agency,City or Municipal Highway Agency,5688 vehicles
1930,Poor,10157,39.33393478,-76.64627838,Baltimore City,41ST STREET,240,07,16,City or Municipal Highway Agency,City or Municipal Highway Agency,10157 vehicles
1990,Good,12100,39.34480667,-76.64985657,Baltimore City,COLDSPRING LANE,53,05,16,City or Municipal Highway Agency,City or Municipal Highway Agency,12100 vehicles
1962,Good,48621,39.36022186,-76.65116119,Baltimore City,NORTHERN PARKWAY,218,12,16,City or Municipal Highway Agency,City or Municipal Highway Agency,48621 vehicles
1992,Fair,19796,39.34495926,-76.62644958,Baltimore City,COLDSPRING LANE,47,07,16,City or Municipal Highway Agency,City or Municipal Highway Agency,19796 vehicles
1929,Fair,16151,39.34524536,-76.58092499,Baltimore City,COLD SPRING LANE,42,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,16151 vehicles
1974,Fair,13233,39.35567093,-76.57286835,Baltimore City,WOODBOURNE AVENUE,37,04,16,City or Municipal Highway Agency,City or Municipal Highway Agency,13233 vehicles
1961,Fair,23187,39.31762314,-76.62841797,Baltimore City,28TH STREET,110,12,16,City or Municipal Highway Agency,City or Municipal Highway Agency,23187 vehicles
1964,Fair,24655,39.36728668,-76.58023071,Baltimore City,NORTHERN PARKWAY,37,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,24655 vehicles
1950,Fair,9575,39.3565111111111,-76.59596388888889,Baltimore City,THE ALAMEDA,33,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,9575 vehicles
1958,Good,12687,39.33916855,-76.5776062,Baltimore City,ARGONNE DRIVE,13,01,16,City or Municipal Highway Agency,City or Municipal Highway Agency,12687 vehicles
1940,Fair,44831,39.3539772,-76.57327271,Baltimore City,ECHODALE AVENUE,188,11,16,City or Municipal Highway Agency,City or Municipal Highway Agency,44831 vehicles
1932,Fair,32200,39.35121536,-76.59064484,Baltimore City,LOCH RAVEN BOULEVA,81,08,16,City or Municipal Highway Agency,City or Municipal Highway Agency,32200 vehicles
1932,Fair,32200,39.35123444,-76.59093475,Baltimore City,LOCH RAVEN BOULEVA,61,08,16,City or Municipal Highway Agency,City or Municipal Highway Agency,32200 vehicles
1925,Fair,8716,39.3668305555556,-76.65089722222223,Baltimore City,KELLY AVENUE,130,08,16,City or Municipal Highway Agency,City or Municipal Highway Agency,8716 vehicles
1900,Poor,4280,39.32633209,-76.62530518,Baltimore City,REMINGTON AVENUE,85,11,15,City or Municipal Highway Agency,City or Municipal Highway Agency,4280 vehicles
1956,Fair,13340,39.35395,-76.59487222222222,Baltimore City,WOODBOURNE AVENUE,98,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,13340 vehicles
1961,Fair,28326,39.32061005,-76.63105011,Baltimore City,CEDAR / WYMAN PARK,61,05,16,City or Municipal Highway Agency,City or Municipal Highway Agency,28326 vehicles
1970,Fair,600,39.36768341,-76.64920044,Baltimore City,COTTONWORTH AVENUE,41,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,600 vehicles
1983,Good,10900,39.36711884,-76.65328979,Baltimore City,GREELY ROAD,34,09,16,City or Municipal Highway Agency,City or Municipal Highway Agency,10900 vehicles
1962,Fair,9115,39.36226654,-76.57841492,Baltimore City,HILLEN ROAD,86,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,9115 vehicles
1964,Fair,634,39.36680603,-76.65544128,Baltimore City,LOCHLEA ROAD,91,07,16,City or Municipal Highway Agency,City or Municipal Highway Agency,634 vehicles
1973,Good,120,39.34569168,-76.64924622,Baltimore City,BRAND AVE,42,06,16,City or Municipal Highway Agency,City or Municipal Highway Agency,120 vehicles
1960,Fair,4766,39.33195114,-76.6424408,Baltimore City,UNION AVENUE,235,05,16,City or Municipal Highway Agency,City or Municipal Highway Agency,4766 vehicles
1930,Fair,11921,39.3420444444444,-76.62593888888888,Baltimore City,OVERHILL ROAD,120,07,16,City or Municipal Highway Agency,City or Municipal Highway Agency,11921 vehicles
1956,Poor,7760,39.3072916666667,-76.53403888888889,Baltimore City,MORAVIA RD RAMP E,71,01,16,City or Municipal Highway Agency,City or Municipal Highway Agency,7760 vehicles
1981,Good,24450,39.26486206,-76.55916595,Baltimore City,KEITH AVENUE VIADU,251,07,16,City or Municipal Highway Agency,City or Municipal Highway Agency,24450 vehicles
1981,Fair,24450,39.26550674,-76.55555725,Baltimore City,KEITH AVENUE VIADU,94,07,16,City or Municipal Highway Agency,City or Municipal Highway Agency,24450 vehicles
1990,Good,9400,39.25833511,-76.55166626,Baltimore City,NEW VAIL STREET,40,05,16,State Toll Authority,City or Municipal Highway Agency,9400 vehicles
1985,Fair,18700,39.3012111111111,-76.55085833333334,Baltimore City,ERDMAN AVENUE,112,11,16,City or Municipal Highway Agency,City or Municipal Highway Agency,18700 vehicles
1930,Fair,33900,39.2873805555556,-76.56041111111111,Baltimore City,JANNEY STREET,26,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,33900 vehicles
1931,Poor,16970,39.30189133,-76.57273102,Baltimore City,EDISON HIGHWAY,103,06,16,City or Municipal Highway Agency,City or Municipal Highway Agency,16970 vehicles
1900,Fair,8900,39.29155,-76.56187222222222,Baltimore City,LOMBARD STREET,37,09,16,City or Municipal Highway Agency,City or Municipal Highway Agency,8900 vehicles
1921,Poor,58858,39.30525,-76.537908,Baltimore City,PULASKI HIGHWAY,146,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,58858 vehicles
1958,Fair,37800,39.3180972222222,-76.55491388888889,Baltimore City,SINCLAIR LANE,184,04,16,City or Municipal Highway Agency,City or Municipal Highway Agency,37800 vehicles
1962,Fair,18265,39.32762146,-76.53379822,Baltimore City,SINCLAIR LANE,151,05,16,City or Municipal Highway Agency,City or Municipal Highway Agency,18265 vehicles
1964,Fair,4563,39.33672333,-76.53939056,Baltimore City,HAMILTON AVENUE,35,04,16,City or Municipal Highway Agency,City or Municipal Highway Agency,4563 vehicles
1966,Fair,25077,39.31349945,-76.54350281,Baltimore City,MORAVIA ROAD,22,12,16,City or Municipal Highway Agency,City or Municipal Highway Agency,25077 vehicles
1971,Good,45410,39.323333,-76.53,Baltimore City,PULASKI HIGHWAY,2,11,16,City or Municipal Highway Agency,City or Municipal Highway Agency,45410 vehicles
1991,Fair,30700,39.29166794,-76.55000305,Baltimore City,LOMBARD STREET VIA,133,11,16,City or Municipal Highway Agency,City or Municipal Highway Agency,30700 vehicles
1925,Fair,2351,39.33166504,-76.57666779,Baltimore City,BELAIR ROAD,51,08,16,City or Municipal Highway Agency,City or Municipal Highway Agency,2351 vehicles
1999,Good,25970,39.28060532,-76.56276703,Baltimore City,ODONNELL STREET,NA,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,25970 vehicles
1973,Fair,2198,39.28223801,-76.55473328,Baltimore City,PONCA STREET,128,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,2198 vehicles
1930,Poor,10737,39.33024597,-76.53504181,Baltimore City,RADECKE AVENUE,138,05,16,City or Municipal Highway Agency,City or Municipal Highway Agency,10737 vehicles
1951,Poor,69930,39.276717,-76.625133,Baltimore City,RUSSELL STREET VIA,3007,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,69930 vehicles
2007,Fair,13000,39.27084732,-76.63162994,Baltimore City,RUSSELL STREET,3892,06,16,City or Municipal Highway Agency,City or Municipal Highway Agency,13000 vehicles
1963,Poor,46276,39.26730728,-76.63486481,Baltimore City,RUSSELL STREET,353,07,16,City or Municipal Highway Agency,City or Municipal Highway Agency,46276 vehicles
1981,Fair,1902,39.2663777777778,-76.613175,Baltimore City,MCCOMAS STREET,111,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,1902 vehicles
1936,Poor,35470,39.27666855,-76.66166687,Baltimore City,WILKENS AVENUE,74,12,15,City or Municipal Highway Agency,City or Municipal Highway Agency,35470 vehicles
1991,Good,9264,39.27109909,-76.67948914,Baltimore City,WILKENS AVE,20,04,16,City or Municipal Highway Agency,City or Municipal Highway Agency,9264 vehicles
1994,Good,3800,39.250194,-76.642469,Baltimore City,PATAPSCO AVENUE,27,06,16,City or Municipal Highway Agency,City or Municipal Highway Agency,3800 vehicles
1962,Fair,12100,39.25566864,-76.65917206,Baltimore City,PATAPSCO AVENUE,75,04,16,City or Municipal Highway Agency,City or Municipal Highway Agency,12100 vehicles
1961,Fair,23835,39.23984528,-76.6137619,Baltimore City,PATAPSCO AVENUE EB,393,04,16,City or Municipal Highway Agency,City or Municipal Highway Agency,23835 vehicles
1961,Fair,44115,39.23968887,-76.6138382,Baltimore City,PATAPSCO AVENUE WB,433,04,16,City or Municipal Highway Agency,City or Municipal Highway Agency,44115 vehicles
1930,Poor,14142,39.205367,-76.570319,Baltimore City,HAWKINS POINT ROAD,331,09,16,City or Municipal Highway Agency,City or Municipal Highway Agency,14142 vehicles
1929,Fair,23800,39.26688766,-76.61477661,Baltimore City,HANOVER STREET,139,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,23800 vehicles
1916,Poor,14220,39.26095963,-76.61510468,Baltimore City,HANOVER STREET,769,03,16,City or Municipal Highway Agency,City or Municipal Highway Agency,14220 vehicles
1973,Fair,23600,39.24640656,-76.61097717,Baltimore City,HANOVER STREET,107,07,16,City or Municipal Highway Agency,City or Municipal Highway Agency,23600 vehicles
1900,Poor,23840,39.265314,-76.614753,Baltimore City,HANOVER STREET,486,12,16,City or Municipal Highway Agency,City or Municipal Highway Agency,23840 vehicles
1955,Fair,27530,39.28057098,-76.6722641,Baltimore City,HILTON STREET,12,11,16,City or Municipal Highway Agency,City or Municipal Highway Agency,27530 vehicles
1955,Good,12000,39.26996231,-76.63523865,Baltimore City,MONROE STREET VIAD,12,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,12000 vehicles
1993,Fair,16442,39.27908325,-76.64629364,Baltimore City,MONROE STREET,22,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,16442 vehicles
1986,Fair,13500,39.21346283,-76.58731079,Baltimore City,PENNINGTON AVENUE,13,04,16,City or Municipal Highway Agency,City or Municipal Highway Agency,13500 vehicles
1986,Fair,13500,39.21424103,-76.58766174,Baltimore City,PENNINGTON AVENUE,20,04,16,City or Municipal Highway Agency,City or Municipal Highway Agency,13500 vehicles
1976,Fair,13500,39.20833206,-76.58000183,Baltimore City,PENNINGTON AVENUE,180,05,16,City or Municipal Highway Agency,City or Municipal Highway Agency,13500 vehicles
2005,Good,14000,39.24783707,-76.61361694,Baltimore City,POTEE STREET,66,07,16,City or Municipal Highway Agency,City or Municipal Highway Agency,14000 vehicles
1928,Fair,16520,39.27114868,-76.67912292,Baltimore City,WILKENS AVENUE,30,08,16,City or Municipal Highway Agency,City or Municipal Highway Agency,16520 vehicles
1963,Poor,16520,39.26837158,-76.6353302,Baltimore City,MONROE STREET RAMP,188,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,16520 vehicles
1975,Fair,19110,39.20833206,-76.58000183,Baltimore City,RELOCATED MONROE S,53,12,16,City or Municipal Highway Agency,City or Municipal Highway Agency,19110 vehicles
1910,Fair,2125,39.27228546,-76.62979126,Baltimore City,RUSSELL AND BUSH S,543,08,16,City or Municipal Highway Agency,City or Municipal Highway Agency,2125 vehicles
